Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,10.811111111111112,4.011111111111111,2.4472462974124483,1.7928136518266466
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,58.15555555555556,1.711111111111111,1.1902316944334241,4.799074569278293
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
2,58.9,7.0777777777777775,1.3122397031784057,5.013219183603923
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
3,64.02222222222223,6.555555555555555,1.0970401742723253,4.655320359547933
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
4,74.17777777777778,3.2555555555555555,0.7829849468866984,6.257105704837375
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
5,73.41111111111111,4.711111111111111,0.7631452293925816,6.180712204827203
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
6,70.72222222222223,4.4222222222222225,0.9018916459613376,7.035560068342421
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
7,76.0111111111111,3.966666666666667,0.7350573205947876,7.470866018083361
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
8,74.02222222222223,5.6,0.7456346250110203,5.971732656266954
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
9,74.5111111111111,7.2555555555555555,0.7429837933646308,6.250693067762587
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
10,71.36666666666666,6.333333333333333,0.8506455405023363,6.29060466893514
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,12.777777777777779,0.0,2.3118085183037653,2.2602695604960124
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,58.13333333333333,3.8222222222222224,1.1804580821990966,4.685546175638835
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
2,61.18888888888889,4.222222222222222,1.1168912240134345,4.893457636091444
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
3,69.42222222222222,4.566666666666666,0.882073880566491,5.166860737694634
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
4,63.455555555555556,4.133333333333334,1.1730554315778945,6.947548862457276
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
5,72.78888888888889,6.166666666666667,0.8225938198301527,6.2255912212795685
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
6,72.18888888888888,4.0,0.7818773701985677,6.009509337955051
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
7,73.23333333333333,6.411111111111111,0.7697713951534695,5.706648796081543
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
8,75.9,2.311111111111111,0.7030584626727634,7.189419603983561
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
9,76.82222222222222,12.766666666666667,0.6992482976913452,4.8928446858723955
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
10,69.66666666666667,20.333333333333332,0.9055780532624986,4.234651767730713
