Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,67.87,94.84,0.9566693126678467,0.14336547386422754
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
2,73.73,95.24,0.7861432097911835,0.12302810323536396
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
3,67.29,94.65,1.0365803909301758,0.14964198408921559
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
4,67.21,76.66,1.0468143936157226,0.7044909712473552
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
5,73.43,93.38,0.790594724559784,0.1694502630273501
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
6,71.78,96.87,0.8772852002143859,0.08087114837377643
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
7,67.53,93.69,1.067739251613617,0.14173759958148002
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
8,74.43,96.66,0.780169527053833,0.09071729456377894
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
9,75.48,96.67,0.7691140754699707,0.08410897659497957
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
10,76.51,96.11,0.7322589491844177,0.10222519807082911
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
11,66.73,94.94,1.0711087829589845,0.1599966467058907
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
12,71.74,95.88,0.9046174819946289,0.10354752040120463
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
13,80.11,95.47,0.610192437171936,0.12560869187835294
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
14,77.68,95.86,0.6975206448554992,0.10741215866108736
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
15,77.75,94.21,0.7012474654197692,0.16181965802907944
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
16,77.49,95.9,0.6902481343269348,0.10526985138878227
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
17,74.71,96.1,0.8037908639907837,0.09137104024443155
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
18,80.75,95.0,0.6067127733230591,0.12081670855681101
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
19,75.31,92.6,0.8339957301139832,0.24836017577648162
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
20,77.88,85.83,0.7286494175910949,0.43002326577504474
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
21,74.09,96.8,0.8948149698257446,0.09984307182563498
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
22,79.0,96.05,0.6559776977539062,0.13131525322621068
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
23,80.18,96.69,0.607114311504364,0.0881142271547229
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
24,81.1,95.48,0.5733742814064026,0.14171474763058747
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
25,67.97,94.53,1.0636589570999146,0.16312314799129962
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
26,73.71,95.89,0.8752574882507325,0.11017545079688232
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
27,58.89,91.01,1.8553876125335693,0.23895235934257508
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
28,79.89,90.77,0.6096358183860778,0.37333169492483137
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
29,71.4,95.37,0.9735395111083984,0.13829440928958356
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
30,76.02,96.92,0.7733605513572693,0.08702482206401183
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
31,76.4,97.21,0.7744367726325989,0.06460066747441888
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
32,81.85,97.14,0.567761007976532,0.07536018793190936
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
33,76.16,95.87,0.7589764300346374,0.13529673120483446
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
34,73.54,93.69,0.9208514165878295,0.22311594372044008
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
35,80.0,91.02,0.6382235451698304,0.2466047838528951
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
36,81.79,93.81,0.5637681339502335,0.2073504371802012
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
37,78.55,97.41,0.705622040271759,0.06981319155416763
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
38,78.12,95.94,0.6770510424137115,0.11677794868946076
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
39,75.59,79.13,0.7571028250694275,0.6634528182665507
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
40,80.72,96.26,0.6334257118225097,0.10584871844220907
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
41,87.33,96.6,0.39761476731300355,0.09969224057216197
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
42,87.74,96.89,0.38381167182922366,0.09010595722272992
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
43,88.08,96.71,0.3801126043319702,0.09524850982613861
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
44,88.08,96.85,0.3834309794425964,0.09226221751241634
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
45,88.41,96.43,0.3789774800777435,0.11968149580036601
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
46,87.98,97.15,0.3810488609313965,0.08477622570171953
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
47,88.29,96.44,0.3803642276763916,0.11308316105473787
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
48,88.11,96.54,0.37271124806404116,0.12132365605663509
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
49,88.07,97.18,0.3855077154159546,0.09023830097696434
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
50,88.45,96.64,0.37087298879623415,0.11871986260091265
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
51,88.25,96.11,0.38161412358283997,0.12983778268595536
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
52,88.52,96.66,0.37347266421318054,0.11411111869745266
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
53,88.21,97.0,0.3959405210018158,0.08512904147491014
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
54,88.28,97.09,0.3853458572387695,0.09092441956106728
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
55,88.24,96.72,0.3896889941215515,0.10350481601374534
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
56,88.21,97.03,0.38818131384849547,0.08881007199006466
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
57,88.2,96.95,0.37658617606163025,0.0954825546396741
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
58,88.3,96.72,0.3891924466609955,0.10630413267576756
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
59,88.49,96.64,0.3782913999557495,0.1121629160657525
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
60,87.46,97.14,0.40782007036209106,0.09737609803973901
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
0,87.46,97.14,0.40782007036209106,0.09737609803973901
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
1,87.46,97.14,0.40782007036209106,0.09737609803973901
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
2,83.66,93.46,0.5397020651817321,0.20812101796269417
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
3,78.47,81.64,0.7272287955284119,0.4812685430208842
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
4,74.08,69.85,0.8923615624427795,0.7340449665705363
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
5,70.65,61.61,1.0159847177505492,0.9204791690508525
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
6,68.41,56.31,1.0973553281784059,1.0714017106056213
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
7,66.92,50.42999999389649,1.1642621885299682,1.2398027855873108
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
8,65.81,44.39,1.2111052293777467,1.4391335589726766
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
9,65.41,38.06,1.2360842960357665,1.6700331557591757
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
10,65.09,31.71,1.270366722869873,1.9634664195378622
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
11,64.58,26.52,1.3127681982040404,2.277989905802409
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
12,64.46,22.11,1.3413276042938231,2.7024635279337565
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
13,63.79,18.3,1.3970973342895507,3.208882002131144
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
14,62.81,14.94,1.473187865447998,3.7924753002166747
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
15,61.79,12.54,1.5641517345428466,4.438387518692017
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
16,61.18,10.69,1.6277423034667968,5.120992891693115
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
17,59.79,9.24,1.7345565587997436,5.812944753011068
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
18,58.86,8.32,1.8490366842269896,6.503134177652995
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
19,57.81,7.23,1.972196989440918,7.234386979166667
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
20,56.86,6.36,2.098869715309143,7.990546436818441
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
21,56.24,5.89,2.208032072067261,8.733984749348958
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
22,55.33,5.44,2.3447390853881838,9.473287371571859
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
23,54.49,5.06,2.4882343185424807,10.242918864949544
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
24,53.07,4.71,2.6731031871795654,11.058065861511231
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
25,52.0,4.35,2.851502025604248,11.913226750183105
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
26,51.01,3.96,3.0053841739654543,12.716668873087565
Epoch,Test_clean_acc,Test_bad_acc,Test_clean_loss,Test_bad_loss
